,Boat Type,Manufacturer,Type,Year Built,Price (EUR),Length,Width,Material,Number of views last 7 days,Location
7305,Bowrider,MasterCraft power boats,"Used boat,Unleaded",2005,72000,8.61,2.9,GRP,617,Switzerland
7309,House Boat,,new boat from stock,2019,66500,9.26,3.0,Steel,164,Netherlands
7311,Trawler,Wicabo power boats,"Used boat,Diesel",1993,66500,11.2,3.45,Steel,167,Germany
7314,Deck Boat,Sessa power boats,"new boat from stock,Unleaded",2020,66300,8.0,2.43,GRP,133,Italy
7315,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,66250,7.88,2.55,GRP,109,Germany
7326,"Passenger boat,Runabout,Sport Boat",Bruno Abbate power boats,"Used boat,Diesel",2010,59500,12.0,2.5,GRP,279,United
7327,Pilothouse,Haber power boats,"Used boat,Diesel",2016,70000,7.6,2.5,GRP,401,Switzerland
7329,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,70500,6.55,2.59,GRP,308,Switzerland
7334,House Boat,,Used boat,2018,65000,11.0,3.6,,267,Netherlands
7342,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1992,65000,14.0,4.45,GRP,169,Croatia
7344,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,65000,12.55,4.06,,214,Spain
7348,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2008,65000,8.79,2.74,PVC,133,Spain
7352,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2007,65000,9.75,2.9,GRP,108,Spain
7353,Cabin Boat,Cranchi power boats,Used boat,2012,65000,8.88,2.95,PVC,137,France
7356,Motor Yacht,Bege power boats,Used boat,2006,65000,9.5,3.25,Steel,106,Netherlands
7357,Cabin Boat,Apreamare power boats,"Used boat,Diesel",2003,65000,7.5,2.99,GRP,132,Italy
7361,Motor Yacht,Saver power boats,"Used boat,Diesel",2007,65000,10.2,3.24,,101,Italy
7362,Trawler,,Used boat,1980,65000,13.4,4.0,Steel,119,Netherlands
7368,Flybridge,Solcio power boats,"Used boat,Diesel",1995,65000,12.6,3.8,GRP,167,Italy
7369,Trawler,Finnlineboats power boats,"Used boat,Diesel",1986,65000,8.5,3.0,,222,Germany
7370,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,65000,12.42,3.5,PVC,151,France
7374,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2004,65000,10.17,3.26,GRP,165,Italy
7375,Motor Yacht,Sessa power boats,"Used boat,Diesel",2005,65000,10.6,3.53,GRP,172,Croatia
7376,Classic,Cranchi power boats,"Used boat,Unleaded",1965,65000,6.1,2.05,Wood,247,Germany
7377,Trawler,,Used boat,1994,65000,12.0,4.15,GRP,118,Netherlands
7378,"Offshore Boat,Sport Boat",Fountain power boats,"Used boat,Unleaded",2007,65000,8.7,2.49,Carbon Fiber,192,Germany
7380,Flybridge,Sea Ray power boats,Diesel,1991,64990,17.0,4.57,GRP,203,Germany
7381,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,64960,7.19,2.59,GRP,137,Germany
7383,Motor Yacht,Broom power boats,"Used boat,Diesel",1997,64900,9.45,3.51,GRP,127,Germany
7384,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2007,64900,9.6,2.98,GRP,137,Italy
7387,Trawler,,Used boat,1996,64900,12.0,3.65,Steel,110,Netherlands
7389,Trawler,Gillissen power boats,Used boat,1970,64900,11.85,3.65,Steel,123,Netherlands
7390,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,64900,8.23,2.79,PVC,101,France
7391,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2019,64900,8.23,2.79,PVC,138,France
7392,Pontoon Boat,Sylvan Marine power boats,new boat from stock,2020,70147,8.25,2.59,GRP,190,Switzerland
7393,Sport Boat,Balt Yacht power boats,new boat from stock,2020,64879,8.48,2.7,GRP,259,Germany
7394,Trawler,Broom power boats,Diesel,1997,64850,9.45,3.51,GRP,164,Germany
7395,Motor Yacht,Kempers power boats,"Used boat,Diesel",1984,64800,12.25,3.7,Steel,164,Croatia
7400,Sport Boat,Ayros power boats,"Display Model,Unleaded",2020,69925,6.99,2.55,GRP,130,Switzerland
7401,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,69924,6.48,2.46,GRP,114,Switzerland
7402,Sport Boat,AMT power boats,new boat from stock,2019,69900,6.9,2.6,GRP,157,Switzerland
7403,Sport Boat,AMT power boats,new boat from stock,2019,69900,6.9,2.6,GRP,133,Switzerland
7404,Motor Yacht,Ocqueteau power boats,"new boat from stock,Unleaded",2019,69900,7.8,2.73,GRP,177,Switzerland
7405,Cabin Boat,Parker power boats,"Used boat,Unleaded",2017,69900,6.95,2.55,GRP,432,Switzerland
7406,Sport Boat,IRON power boats,new boat on order,2020,64599,7.12,2.44,GRP,126,Germany
7407,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,64577,7.26,2.48,,101,Spain
7412,Motor Yacht,,"Used boat,Diesel",1917,64000,16.0,3.6,Steel,114,Netherlands
7413,Motor Yacht,Bavaria power boats,Used boat,2010,64000,10.4,3.45,GRP,169,Croatia
7416,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,64000,10.0,3.0,GRP,183,Croatia
7418,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,64000,7.99,2.8,PVC,101,France
7419,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,64000,10.4,3.45,GRP,194,Croatia
7421,House Boat,,,1935,64000,14.9,3.2,Steel,110,Germany
7422,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,64000,10.6,3.53,PVC,117,Spain
7423,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2002,63999,10.6,3.54,GRP,299,Croatia
7427,Cabin Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,69040,6.82,2.45,GRP,274,Switzerland
7429,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",2005,68500,5.69,2.18,Wood,293,Switzerland
7430,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2007,68500,10.0,2.6,GRP,597,Switzerland
7431,Motor Yacht,Larson power boats,"Used boat,Unleaded",2013,69000,8.57,2.68,GRP,665,Switzerland
7432,Cabin Boat,Faeton power boats,"Used boat,Diesel",2014,69000,8.3,2.94,GRP,444,Switzerland
7433,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,63800,8.5,2.75,,108,France
7434,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,63685,5.94,2.54,GRP,118,Germany
7435,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1986,68800,6.86,2.35,Wood,225,Switzerland
7436,Cabin Boat,Eolo power boats,"new boat from stock,Unleaded",2019,63530,6.5,2.55,GRP,122,Germany
7437,"Classic,Motor Yacht",Grand Banks power boats,"Used boat,Diesel",1972,63500,10.8,3.71,Wood,204,Spain
7441,Sport Boat,Kelt power boats,Used boat,2009,63000,8.8,3.19,Plastic,105,Germany
7442,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",1999,63000,9.99,3.1,GRP,112,Italy
7443,Trawler,Grand Banks power boats,"Used boat,Diesel",1972,63000,10.8,3.71,,124,Spain
7444,"Cabin Boat,Hardtop",,"Used boat,Diesel",2004,63000,10.57,3.08,GRP,128,France
7445,Trawler,Aquanaut power boats,Used boat,1996,62995,10.5,3.5,Steel,141,Netherlands
7446,Center console boat,Barro power boats,"Display Model,Unleaded",2019,68000,6.0,2.2,Aluminium,107,Switzerland
7447,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2010,68000,7.87,2.9,GRP,631,Switzerland
7448,"Cabin Boat,Motor Yacht",Scand power boats,"Used boat,Diesel",1992,68000,8.6,3.28,GRP,348,Switzerland
7449,Runabout,Bootbau Frei power boats,"Used boat,Unleaded",2015,68000,6.5,2.2,Wood,234,Switzerland
7451,Cabin Boat,Bayliner power boats,"new boat on order,Unleaded",2020,62900,6.82,2.45,,137,Germany
7455,House Boat,,Used boat,2020,62800,9.0,3.6,,296,Netherlands
7459,Sport Boat,Crownline power boats,"Used boat,Unleaded",2010,62800,7.5,2.59,Plastic,652,bodensee
7461,Fishing Boat,Jeanneau power boats,new boat from stock,2020,62665,7.45,2.54,GRP,286,Switzerland
7462,Working Boat,,"Used boat,Diesel",1979,62500,18.79,4.31,Steel,103,Netherlands
7463,Trawler,Pedro power boats,Used boat,1999,62500,10.6,3.5,Steel,109,Netherlands
7466,Trawler,,Used boat,1989,62495,10.4,3.55,Steel,168,Netherlands
7467,Passenger boat,VBoats power boats,"new boat from stock,Unleaded",2020,67558,8.5,2.8,Aluminium,190,Switzerland
7470,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,62167,7.48,2.53,GRP,219,Switzerland
7472,Cabin Boat,Saver power boats,"new boat from stock,Unleaded",2020,61500,7.5,2.55,GRP,244,Germany
7474,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2005,61500,10.69,3.49,GRP,329,Netherlands
7475,Sport Boat,Four Winns power boats,"new boat from stock,Unleaded",2020,66412,5.79,2.41,GRP,192,Switzerland
7478,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,61107,6.8,2.54,GRP,190,Switzerland
7482,Sport Boat,Sessa power boats,"Used boat,Unleaded",2006,61000,9.5,3.45,GRP,335,Spain
7485,House Boat,HT Houseboats power boats,Display Model,2017,60800,6.85,3.65,,148,Germany
7490,Sport Boat,Bayliner power boats,"new boat on order,Unleaded",2020,60580,6.82,2.45,GRP,198,Germany
7491,Flybridge,Sealine power boats,"Used boat,Unleaded",1994,65000,10.4,3.2,GRP,297,Switzerland
7499,Flybridge,Birchwood power boats,"Used boat,Diesel",1998,55000,10.41,3.73,PVC,101,United
7502,Sport Boat,Sunseeker power boats,Used boat,1988,65000,11.2,3.22,,415,Switzerland
7504,Flybridge,Dellapasqua power boats,"Used boat,Diesel",1987,60000,11.37,3.75,GRP,116,Italy
7507,Sport Boat,,"Used boat,Unleaded",1988,60000,11.45,2.44,GRP,180,Italy
7508,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2018,60000,7.47,2.52,PVC,103,Spain
7509,Flybridge,Azimut power boats,"Used boat,Diesel",1992,60000,11.44,3.96,GRP,154,Italy
7510,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1990,60000,9.2,3.2,PVC,102,France
7513,Motor Yacht,Viper power boats,"Used boat,Unleaded",2013,60000,7.25,2.57,GRP,298,Switzerland
7514,Pilothouse,AluForce power boats,new boat from stock,2020,60000,8.2,2.5,Aluminium,120,Germany
7515,Flybridge,Neptunus power boats,"Used boat,Diesel",1976,60000,13.1,4.0,Plastic,173,Netherlands
7516,Trawler,,Used boat,1987,60000,10.34,3.75,GRP,166,Netherlands
7517,Motor Yacht,ManÃ² power boats,"Used boat,Unleaded",2008,60000,11.0,3.2,GRP,166,Italy
7518,"Cabin Boat,House Boat",,"Used boat,Diesel",1980,60000,11.5,3.0,Steel,174,Netherlands
7519,Trawler,Pedro power boats,Used boat,1980,60000,10.5,3.45,Steel,108,Netherlands
7521,Cabin Boat,,"Used boat,Diesel",2008,60000,7.5,2.9,GRP,178,Italy
7522,Trawler,Hollandia power boats,"Used boat,Diesel",1991,59990,10.0,3.3,Steel,113,Germany
7524,Trawler,Wim van der Valk power boats,"Used boat,Diesel",1983,59990,12.4,3.7,Steel,105,Germany
7527,Motor Yacht,Scand power boats,"Used boat,Diesel",1995,59990,10.7,3.45,GRP,155,Germany
7528,Pilothouse,Jeanneau power boats,new boat from stock,2019,59963,6.71,2.54,GRP,341,Switzerland
7529,Cabin Boat,Stickl power boats,"new boat from stock,Electric",2020,59950,6.6,2.1,GRP,150,Germany
7531,"Cabin Boat,Motor Yacht",Sunseeker power boats,"Used boat,Diesel",1992,59950,10.35,3.5,GRP,383,Netherlands
7533,Motor Yacht,Bond Yachts power boats,"Used boat,Unleaded",2007,59900,9.1,2.93,GRP,233,Italy
7535,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2011,59900,8.69,2.74,GRP,121,Spain
7536,Flybridge,Vrijbuiter power boats,Used boat,1994,59900,11.75,3.5,Steel,102,Netherlands
7537,Trawler,Wicabo power boats,"Used boat,Diesel",1992,59900,11.4,3.45,Steel,160,Germany
7538,Bowrider,Saxdor power boats,"new boat from stock,Unleaded",2020,59900,5.94,2.29,,132,Germany
7539,Motor Yacht,Fairline power boats,"Used boat,Diesel",1992,59900,11.15,3.48,GRP,122,Germany
7541,Motor Yacht,Bege power boats,"Used boat,Diesel",2004,59900,9.5,3.25,Steel,109,Germany
7543,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2019,59900,6.69,2.54,GRP,187,Germany
7544,Trawler,Pedro power boats,"Used boat,Diesel",1993,59900,10.6,3.3,Steel,205,Netherlands
7548,Bowrider,Chaparral power boats,new boat from stock,2018,64500,6.4,2.6,GRP,133,Switzerland
7550,Sport Boat,Adex Nautica power boats,"Used boat,Diesel",2007,59500,9.0,3.0,GRP,112,Croatia
7556,Pilothouse,Rhea power boats,"Used boat,Diesel",2011,59500,7.3,3.0,PVC,175,France
7557,Trawler,,Used boat,1992,59500,12.0,3.65,Steel,103,Netherlands
7558,Trawler,Valkkruiser power boats,Used boat,1981,59500,10.85,3.6,Steel,152,Netherlands
7559,Sport Boat,XO Boats power boats,Used boat,2016,59500,7.52,2.28,,117,Germany
7560,Motor Yacht,Ilver power boats,"Used boat,Diesel",1995,59500,11.3,3.5,GRP,110,Italy
7562,Bowrider,XO Boats power boats,"Used boat,Unleaded",2016,59500,7.52,2.28,Aluminium,202,Germany
7563,Sport Boat,,Used boat,1970,59500,17.32,4.05,Steel,153,Belgium
7566,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,59000,7.62,2.74,GRP,114,Croatia
7569,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,59000,11.9,3.6,GRP,210,Croatia
7571,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,59000,14.15,3.3,GRP,325,Germany
7572,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2012,59000,7.65,2.59,GRP,162,Croatia
7573,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,59000,8.8,2.74,GRP,141,Germany
7574,Pilothouse,Saver power boats,"Used boat,Unleaded",2008,59000,9.9,3.2,,237,Italy
7575,Motor Yacht,,"Used boat,Diesel",1987,59000,14.5,4.17,GRP,108,Spain
7578,Deck Boat,Rhea power boats,"new boat from stock,Unleaded",2019,59000,6.6,2.5,PVC,121,France
7580,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,59000,8.53,2.89,GRP,176,Germany
7581,Trawler,,Used boat,2005,59000,9.5,3.3,Steel,153,Netherlands
7594,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2010,59000,8.23,2.59,,130,Italy
7597,Sport Boat,Monterey power boats,"Used boat,Unleaded",2005,58995,8.94,2.82,GRP,148,Spain
7603,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,58900,6.55,2.54,,107,Germany
7606,Motor Yacht,Master power boats,new boat on order,2020,58800,7.7,3.1,GRP,105,France
7608,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,58730,7.43,2.81,,115,France
7610,Deck Boat,Sessa power boats,new boat from stock,2020,58700,8.0,2.64,GRP,109,Italy
7612,Runabout,Starcraft power boats,"new boat from stock,Unleaded",2020,63290,6.49,2.49,GRP,171,Switzerland
7616,Sport Boat,,"Used boat,Diesel",2005,58500,9.78,3.1,,187,Italy
7618,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,58500,7.64,2.73,PVC,103,France
7620,Motor Yacht,Westwind power boats,"Used boat,Diesel",1981,58500,14.35,3.97,Steel,225,Romania
7622,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,58410,7.26,2.48,PVC,143,France
7625,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2005,58000,9.84,3.2,GRP,234,Italy
7627,Motor Yacht,Sessa power boats,"Used boat,Diesel",2003,58000,9.75,3.0,,187,Italy
7628,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1999,58000,10.0,3.25,GRP,107,Italy
7630,Motor Yacht,Salpa power boats,"Used boat,Diesel",2003,58000,9.38,3.35,GRP,107,Italy
7631,Motor Yacht,Tecnomarine power boats,"Used boat,Diesel",1989,58000,12.8,4.0,GRP,307,Italy
7632,Cabin Boat,Striker power boats,"Used boat,Diesel",1972,58000,11.31,3.6,Aluminium,892,Germany
7633,Motor Yacht,Bella power boats,"Used boat,Diesel",2001,58000,8.25,2.6,GRP,478,Germany
7634,Motor Yacht,Succes power boats,Used boat,1989,58000,10.5,3.4,Steel,108,Netherlands
7635,"Cabin Boat,Flybridge",Altair power boats,"Used boat,Diesel",2008,58000,8.6,3.0,GRP,177,Italy
7636,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,57950,7.75,2.55,GRP,177,Germany
7638,Sport Boat,Campion power boats,"Used boat,Unleaded",2007,57900,9.15,3.21,,107,Croatia
7640,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,57900,6.99,6.96,PVC,166,France
7641,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,62500,8.72,2.89,GRP,535,Switzerland
7642,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1972,62500,5.8,2.1,Wood,300,Switzerland
7644,"Classic,Runabout",Boesch power boats,Used boat,1983,62000,6.86,2.35,Wood,581,Switzerland
7645,Motor Yacht,,"Used boat,Diesel",1985,57500,10.0,3.35,GRP,109,Netherlands
7646,Sport Boat,XO Boats power boats,new boat from stock,2018,57500,7.52,2.28,Aluminium,186,Germany
7650,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1991,57500,9.9,3.6,GRP,436,Germany
7651,Trawler,,Used boat,1978,57500,12.5,3.5,Steel,126,Netherlands
7652,Cabin Boat,Windy power boats,"Used boat,Unleaded",1987,62000,9.8,2.93,GRP,318,Switzerland
7653,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2020,62000,6.19,2.48,GRP,198,Switzerland
7654,Flybridge,Princess power boats,"Used boat,Unleaded",1990,62000,9.39,3.4,GRP,660,Switzerland
7657,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,57000,10.0,3.0,PVC,210,Spain
7673,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,56500,5.94,2.54,GRP,116,Germany
7674,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,61079,6.0,2.5,GRP,285,Switzerland
7678,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,60640,6.99,2.55,GRP,256,Switzerland
7681,Motor Yacht,,Used boat,2003,56000,8.72,3.0,GRP,158,Italy
7682,Motor Yacht,De Boarnstream power boats,Used boat,1991,56000,10.5,3.6,Steel,115,Germany
7683,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2001,56000,9.6,2.98,GRP,128,Croatia
7684,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1997,56000,9.41,2.95,GRP,110,Croatia
7685,Runabout,Frauscher power boats,"new boat on order,Diesel",2009,60000,6.86,2.25,GRP,562,Switzerland
7687,Pilothouse,Jeanneau power boats,Used boat,2016,55900,7.43,2.81,,274,Slovenia
7689,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2008,55900,9.75,3.05,GRP,238,Spain
7691,Bowrider,Nordkapp power boats,"Used boat,Unleaded",2017,55900,7.05,2.3,GRP,151,Germany
7692,Sport Boat,Clear power boats,Display Model,2013,59900,6.99,2.44,,120,Switzerland
7694,Pilothouse,Cranchi power boats,"Used boat,Diesel",2008,59900,9.09,2.87,GRP,211,Switzerland
7696,Pilothouse,AMT power boats,"Used boat,Unleaded",2018,60327,6.4,2.4,GRP,239,Switzerland
7702,Cabin Boat,Crownline power boats,"Used boat,Unleaded",2008,55500,9.2,2.95,,172,Italy
7703,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2003,59500,8.75,2.83,GRP,402,Switzerland
7704,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1963,59500,6.4,2.22,Wood,531,Switzerland
7705,Pilothouse,Fjord power boats,"Used boat,Unleaded",1998,59900,10.0,3.16,GRP,320,Switzerland
7706,Motor Yacht,Ibiza Boats power boats,"new boat from stock,Unleaded",2020,59900,6.3,2.34,GRP,126,Switzerland
7707,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2020,55400,6.0,2.44,,110,Germany
7708,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,59890,6.05,2.22,GRP,149,Switzerland
7711,Runabout,Yamarin power boats,new boat from stock,2020,55290,6.77,2.54,GRP,109,Germany
7712,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,59540,6.82,2.45,GRP,171,Switzerland
7713,Motor Yacht,NorthMaster power boats,new boat from stock,2020,59500,6.35,2.43,,187,Switzerland
7715,Pilothouse,Jeanneau power boats,Used boat,2007,55000,7.5,2.94,GRP,117,Italy
7716,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2004,55000,8.93,2.99,GRP,115,Italy
7718,Pilothouse,Cramar power boats,"Used boat,Diesel",2008,55000,9.8,3.05,GRP,240,Italy
7719,Deck Boat,,Used boat,2007,55000,7.75,2.65,Steel,114,Netherlands
7721,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2007,55000,7.47,2.59,GRP,148,Germany
7723,Bowrider,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,55000,7.64,2.66,PVC,111,Spain
7724,Sport Boat,Chaparral power boats,Used boat,2010,55000,8.84,2.9,GRP,129,Italy
7725,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,55000,8.15,2.59,GRP,107,Croatia
7726,Motor Yacht,Doral power boats,"Used boat,Unleaded",2002,55000,8.25,2.55,GRP,148,Germany
7729,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Unleaded",1998,55000,11.24,3.54,GRP,107,Italy
7730,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,55000,13.14,3.08,GRP,121,Spain
7734,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1990,55000,13.11,4.6,GRP,112,Italy
7739,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,55000,8.68,2.59,,136,Spain
7740,Motor Yacht,,"Used boat,Diesel",1994,55000,9.81,3.6,GRP,178,Greece
7742,Bowrider,,Used boat,1996,55000,11.6,3.2,,109,Spain
7743,Motor Yacht,Arp-Werft  power boats,"Used boat,Diesel",1958,55000,12.0,3.6,Steel,194,Germany
7744,"Center console boat,Sport Boat",White Shark power boats,"Used boat,Unleaded",2008,55000,8.99,2.96,GRP,159,Calanova
7745,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2008,55000,9.8,2.9,GRP,352,Italy
7747,Trawler,,Used boat,2007,55000,9.5,3.45,Steel,151,Netherlands
7748,"Classic,Runabout",Frauscher power boats,"Used boat,Unleaded",2007,59000,6.06,2.2,GRP,920,Switzerland
7751,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,54900,11.2,3.16,PVC,164,Belgium
7752,Pilothouse,Performance power boats,"Used boat,Unleaded",1996,54900,8.98,2.68,GRP,219,Germany
7753,Cabin Boat,,Used boat,2003,54900,9.2,3.0,GRP,163,Netherlands
7758,Trawler,Pedro power boats,"Used boat,Diesel",1991,54900,10.3,3.3,Steel,142,Germany
7759,Center console boat,Kelt power boats,"Used boat,Unleaded",2006,54900,8.05,2.8,GRP,137,France
7763,Sport Boat,Cruisers Yachts power boats,"Used boat,Diesel",2006,49950,9.32,3.1,PVC,118,United
7766,Pilothouse,Nimbus power boats,"Used boat,Diesel",1997,49950,8.61,2.84,,223,United
7770,Bowrider,Stingray power boats,new boat from stock,2019,54634,6.0,2.39,GRP,190,Germany
7772,Sport Boat,Stingray power boats,"Used boat,Unleaded",2013,59000,6.99,2.52,GRP,493,Switzerland
7773,Flybridge,Bayliner power boats,"Used boat,Diesel",1994,59000,11.72,4.1,GRP,526,Switzerland
7774,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2007,59000,7.49,2.59,GRP,691,Switzerland
7775,Sport Boat,Boesch power boats,"Used boat,Unleaded",1996,59000,5.9,2.15,Wood,301,Switzerland
7776,Sport Boat,Yamarin power boats,new boat from stock,2020,54540,7.55,2.47,Aluminium,117,Germany
7777,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2001,54500,10.0,3.0,GRP,105,Croatia
7778,Trawler,Proficiat power boats,Used boat,1995,54500,9.7,3.5,Steel,101,Netherlands
7779,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2005,54500,9.78,3.1,GRP,135,Italy
7780,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,58000,9.3,2.98,GRP,917,Avenches
7783,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2005,54000,9.47,2.87,GRP,187,Croatia
7785,Bowrider,Invictus power boats,"new boat from stock,Unleaded",2019,54000,6.1,2.4,GRP,119,Germany
7787,Flybridge,Rodman power boats,"Used boat,Diesel",2001,54000,9.0,3.31,GRP,138,Spain
7788,Center console boat,ManÃ² power boats,Used boat,2008,54000,9.04,3.0,GRP,115,Italy
7789,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,54000,10.39,3.1,GRP,269,Italy
7790,Hardtop,,"Used boat,Diesel",1996,54000,11.75,4.0,PVC,125,France
7792,Motor Yacht,Larson power boats,"Used boat,Unleaded",2007,54000,8.6,2.9,GRP,161,Netherlands
7795,Sport Boat,Ganz Boats power boats,new boat from stock,2019,53900,6.8,2.35,,118,Italy
7802,Center console boat,Jeanneau power boats,new boat from stock,2020,53900,6.31,2.52,GRP,104,Germany
7804,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,53900,6.64,2.55,GRP,445,Germany
7805,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,58190,6.82,2.45,GRP,296,Switzerland
7810,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,53754,6.0,2.5,GRP,131,Germany
7813,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,53000,7.64,2.66,PVC,102,France
7814,Motor Yacht,De Groot power boats,"Used boat,Diesel",1967,53000,13.8,3.65,Steel,232,Belgium
7815,Sport Boat,Europe Marine power boats,"Used boat,Unleaded",2018,53000,7.15,2.34,GRP,226,Germany
7816,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,52999,6.84,2.44,GRP,217,Germany
7820,Motor Yacht,Cytra power boats,"Used boat,Diesel",1975,52900,11.2,3.5,GRP,175,Germany
7827,Sport Boat,Jeanneau power boats,"Display Model,Unleaded",2019,56900,6.4,2.45,GRP,147,Switzerland
7833,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2017,52500,7.19,2.54,PVC,114,Belgium
7836,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2012,52500,8.95,2.99,,125,France
7838,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2008,56500,7.47,2.59,GRP,708,Switzerland
7839,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,52203,6.1,2.25,GRP,195,Switzerland
7844,Passenger boat,Alfastreet Marine power boats,"Used boat,Electric",2017,51900,7.8,2.45,GRP,130,Hungary
7848,Bowrider,Silver power boats,"new boat from stock,Unleaded",2020,55900,5.64,2.16,Aluminium,196,Switzerland
7850,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2015,55800,7.7,2.78,GRP,381,Switzerland
